,TC명,수행시간,요청 데이터,응답 데이터
10,001_VTC_bootNotification_TC5_띄어쓰기_파라미터type_파라미터type_파라미터size_필수파라미터null_필수파라미터누락_필수파라미터null_특수문자,0.11923720000049798,"[2, '6ed4ba1d-8615-49bd-ad1d-84399d76deab', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '6ed4ba1d-8615-49bd-ad1d-84399d76deab', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
11,001_VTC_bootNotification_TC6_띄어쓰기_파라미터type_파라미터type_필수파라미터누락_파라미터type_필수파라미터누락_필수파라미터누락_필수파라미터null,0.09968149999986053,"[2, 'fd0a7489-34cf-4285-acf0-451736e399b0', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""Entityid"": """"}']","[4, 'fd0a7489-34cf-4285-acf0-451736e399b0', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
12,001_VTC_bootNotification_TC7_띄어쓰기_파라미터type_필수파라미터null_필수파라미터누락_특수문자_필수파라미터누락_파라미터size_파라미터type,0.10461559999748715,"[2, '4fd51214-c8c5-4090-abb5-c91936459e62', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '4fd51214-c8c5-4090-abb5-c91936459e62', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
13,001_VTC_bootNotification_TC8_띄어쓰기_파라미터type_필수파라미터누락_파라미터type_파라미터size_파라미터type_띄어쓰기_필수파라미터null,0.11544370000046911,"[2, '5a1cd4ff-e4b2-46e0-ad88-6f3da00abcba', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""rssi"": ""-4.2"",    ""lmsi"": ""450061222 990181"",    ""Entityid"": """"}']","[4, '5a1cd4ff-e4b2-46e0-ad88-6f3da00abcba', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
14,001_VTC_bootNotification_TC9_특수문자_파라미터size_특수문자_특수문자_특수문자_파라미터type_특수문자_필수파라미터null,0.13073140000051353,"[2, 'dd0eb1c3-c4ed-4062-9ef1-5beafdf55a53', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""rssi"": ""-4.2"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": """"}']","[4, 'dd0eb1c3-c4ed-4062-9ef1-5beafdf55a53', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
15,001_VTC_bootNotification_TC10_특수문자_파라미터type_띄어쓰기_필수파라미터null_파라미터size_필수파라미터누락_파라미터size_특수문자,0.13785359999747016,"[2, 'e1cc6f59-1b79-49ca-97ef-25eba2493cee', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'e1cc6f59-1b79-49ca-97ef-25eba2493cee', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
16,001_VTC_bootNotification_TC11_특수문자_파라미터type_파라미터size_필수파라미터누락_파라미터type_필수파라미터누락_띄어쓰기_파라미터type,0.1144389000000956,"[2, '9e497ad1-1582-429a-909a-6678a665ff86', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222 990181"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '9e497ad1-1582-429a-909a-6678a665ff86', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
17,001_VTC_bootNotification_TC12_특수문자_파라미터type_파라미터size_필수파라미터누락_필수파라미터null_필수파라미터누락_파라미터type_띄어쓰기,0.09591229999932693,"[2, '86ee38df-701d-4903-abd2-88f0e2fd5b5a', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '86ee38df-701d-4903-abd2-88f0e2fd5b5a', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
18,001_VTC_bootNotification_TC13_특수문자_파라미터type_파라미터type_파라미터type_필수파라미터누락_필수파라미터누락_띄어쓰기_필수파라미터누락,0.12192670000149519,"[2, '3df9207e-f83b-46a6-a657-633462969ca5', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""lmsi"": ""450061222 990181""}']","[4, '3df9207e-f83b-46a6-a657-633462969ca5', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
19,001_VTC_bootNotification_TC14_특수문자_파라미터type_필수파라미터null_파라미터size_띄어쓰기_필수파라미터누락_필수파라미터누락_파라미터size,0.11864169999898877,"[2, 'fdbee008-c075-4bb5-8dcc-d0e4d6dd7c4a', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'fdbee008-c075-4bb5-8dcc-d0e4d6dd7c4a', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
20,001_VTC_bootNotification_TC15_특수문자_파라미터type_필수파라미터누락_띄어쓰기_특수문자_필수파라미터누락_필수파라미터null_띄어쓰기,0.10224709999965853,"[2, '61005044-d415-47c8-9368-bbf30e92b18d', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '61005044-d415-47c8-9368-bbf30e92b18d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
21,001_VTC_bootNotification_TC16_파라미터size_파라미터size_띄어쓰기_필수파라미터누락_파라미터type_파라미터type_필수파라미터null_필수파라미터null,0.09926020000057179,"[2, '3da110a6-7023-48bf-9e80-af32b4248672', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""rssi"": ""-4.2"",    ""lmsi"": """",    ""Entityid"": """"}']","[4, '3da110a6-7023-48bf-9e80-af32b4248672', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
22,001_VTC_bootNotification_TC17_파라미터size_파라미터size_필수파라미터null_파라미터type_필수파라미터누락_파라미터type_파라미터size_띄어쓰기,0.1202207999995153,"[2, '82734de9-01ef-4134-b91c-aa2af6a57f7f', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": """",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""rssi"": ""-4.2"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '82734de9-01ef-4134-b91c-aa2af6a57f7f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
23,001_VTC_bootNotification_TC18_파라미터size_파라미터type_특수문자_파라미터type_필수파라미터null_필수파라미터누락_특수문자_필수파라미터null,0.09938300000067102,"[2, 'da66321e-13ec-46ed-a926-9a5cbb0b117e', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""lmsi"": ""450061222#990181"",    ""Entityid"": """"}']","[4, 'da66321e-13ec-46ed-a926-9a5cbb0b117e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
24,001_VTC_bootNotification_TC19_파라미터size_파라미터type_특수문자_필수파라미터null_파라미터size_필수파라미터누락_필수파라미터누락_파라미터type,0.1376404000002367,"[2, '948a1443-3d60-40ab-8d7c-7d0fb89dad7e', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": """",    ""Reason"": """",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '948a1443-3d60-40ab-8d7c-7d0fb89dad7e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
25,001_VTC_bootNotification_TC20_파라미터size_파라미터type_파라미터size_파라미터size_파라미터size_필수파라미터누락_파라미터size_필수파라미터null,0.10242690000086441,"[2, '2ad425e3-25fb-44ff-a771-12c644f31239', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": """"}']","[4, '2ad425e3-25fb-44ff-a771-12c644f31239', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
26,001_VTC_bootNotification_TC21_파라미터size_파라미터type_파라미터type_띄어쓰기_특수문자_필수파라미터누락_필수파라미터누락_특수문자,0.0988348999999289,"[2, '67d7826a-b912-4d8b-b63c-c454a6cc065b', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '67d7826a-b912-4d8b-b63c-c454a6cc065b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
27,001_VTC_bootNotification_TC22_파라미터size_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_파라미터size_필수파라미터누락,0.09886740000001737,"[2, '12632e29-854e-4d64-9190-608e8a8beb27', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '12632e29-854e-4d64-9190-608e8a8beb27', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
28,001_VTC_bootNotification_TC23_파라미터size_파라미터type_필수파라미터null_필수파라미터null_필수파라미터null_필수파라미터누락_띄어쓰기_필수파라미터null,0.12366359999941778,"[2, '6793dfce-4d18-4ce0-a199-3caf6f5b28f0', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": ""450061222 990181"",    ""Entityid"": """"}']","[4, '6793dfce-4d18-4ce0-a199-3caf6f5b28f0', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
29,001_VTC_bootNotification_TC24_파라미터size_파라미터type_필수파라미터누락_필수파라미터null_띄어쓰기_필수파라미터누락_파라미터type_파라미터size,0.09788929999922402,"[2, '68e5ff1f-2b69-4af7-a0b8-f94cd835913f', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '68e5ff1f-2b69-4af7-a0b8-f94cd835913f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
30,001_VTC_bootNotification_TC25_파라미터type_파라미터size_파라미터size_필수파라미터null_파라미터type_파라미터type_필수파라미터누락_특수문자,0.1209398000028159,"[2, 'c4855f3c-7da7-4856-8a79-237d5e33f562', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": """",    ""Reason"": """",    ""rssi"": ""-4.2"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'c4855f3c-7da7-4856-8a79-237d5e33f562', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
31,001_VTC_bootNotification_TC26_파라미터type_파라미터type_띄어쓰기_파라미터size_특수문자_필수파라미터누락_특수문자_필수파라미터누락,0.13745229999767616,"[2, 'bfb97e51-f277-49b7-8f21-e475e1d74c8f', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222#990181""}']","[4, 'bfb97e51-f277-49b7-8f21-e475e1d74c8f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
32,001_VTC_bootNotification_TC27_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_필수파라미터누락_띄어쓰기_띄어쓰기,0.10418139999819687,"[2, 'd242e957-2220-4617-84cf-f47fca410851', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": ""450061222 990181"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'd242e957-2220-4617-84cf-f47fca410851', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
33,001_VTC_bootNotification_TC28_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터type,0.09501259999888134,"[2, '971a2c6b-171e-4ef3-91d5-02415f1abfd5', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '971a2c6b-171e-4ef3-91d5-02415f1abfd5', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
34,001_VTC_bootNotification_TC29_파라미터type_파라미터type_특수문자_파라미터size_특수문자_필수파라미터누락_필수파라미터누락_띄어쓰기,0.1194387999967148,"[2, '8c313064-75a1-4a9e-8d6c-fd8662ea90fe', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '8c313064-75a1-4a9e-8d6c-fd8662ea90fe', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
35,001_VTC_bootNotification_TC30_파라미터type_파라미터type_특수문자_파라미터size_파라미터type_필수파라미터누락_띄어쓰기_필수파라미터누락,0.10900120000223978,"[2, 'b3e0deb9-5475-4275-9f3d-03d37854bb61', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222 990181""}']","[4, 'b3e0deb9-5475-4275-9f3d-03d37854bb61', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
36,001_VTC_bootNotification_TC31_파라미터type_파라미터type_특수문자_필수파라미터누락_특수문자_필수파라미터누락_필수파라미터누락_파라미터size,0.1123239000007743,"[2, '29533122-8cde-41fe-b254-148a9ae03442', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '29533122-8cde-41fe-b254-148a9ae03442', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
37,001_VTC_bootNotification_TC32_파라미터type_파라미터type_특수문자_필수파라미터누락_파라미터size_필수파라미터누락_필수파라미터누락_띄어쓰기,0.09975849999682396,"[2, 'a24b2093-41d0-4bc5-aaf0-6fa7d710f38b', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'a24b2093-41d0-4bc5-aaf0-6fa7d710f38b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
38,001_VTC_bootNotification_TC33_파라미터type_파라미터type_특수문자_필수파라미터누락_파라미터type_필수파라미터누락_특수문자_특수문자,0.10413899999912246,"[2, '46eb6f74-090c-4c4b-b8ed-00eed8d871a5', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '46eb6f74-090c-4c4b-b8ed-00eed8d871a5', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
39,001_VTC_bootNotification_TC34_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터null_필수파라미터누락_필수파라미터누락_특수문자,0.12686570000005304,"[2, '66ce2868-a54f-462e-8881-fb9c26946fcb', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '66ce2868-a54f-462e-8881-fb9c26946fcb', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
40,001_VTC_bootNotification_TC35_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터type_특수문자,0.10290959999838378,"[2, '554f16ad-69ca-4ae7-a94b-b8605ff7a2ef', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '554f16ad-69ca-4ae7-a94b-b8605ff7a2ef', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
