,TC_NAME,Request Data,Response Data
181,007_VTC_startTransaction_TC36_파라미터type_특수문자_파라미터size_파라미터type,"[2, 'd30636a7-6c36-48f5-a471-847c438f4295', 'startTransaction', '{    ""connectorId"": ""1"",    ""idTag"": ""10100101#9456363"",    ""meterStart"": 24062111111111100,    ""timestamp"": 2022-08-24T13: 50: 09Z}']","[4, 'd30636a7-6c36-48f5-a471-847c438f4295', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
182,007_VTC_startTransaction_TC37_파라미터type_필수파라미터누락_파라미터type_띄어쓰기,"[2, '0e10c887-2bb0-4b58-9dda-7304f2c080a5', 'startTransaction', '{    ""connectorId"": ""1"",    ""meterStart"": ""24062"",    ""timestamp"": ""2022-08-2 T13:50:09Z""}']","[4, '0e10c887-2bb0-4b58-9dda-7304f2c080a5', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
183,002_VTC_statusNotification_Available_TC1_띄어쓰기_띄어쓰기_파라미터size_띄어쓰기_파라미터type_파라미터type_파라미터type,"[2, '5f148ac2-6edd-4543-87e2-5c231c06b83c', 'statusNotification', '{    ""connectorId"": "" 0"",    ""errorCode"": ""No Error"",    ""info"": {        ""reason"": ""None111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": 400,    ""vendorId"":LGE}']","[4, '5f148ac2-6edd-4543-87e2-5c231c06b83c', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
184,002_VTC_statusNotification_Available_TC2_띄어쓰기_특수문자_파라미터type_필수파라미터누락_파라미터size_파라미터type_파라미터size,"[2, '0a0f0467-fbd0-4f41-a373-ce612994cc5d', 'statusNotification', '{    ""connectorId"": "" 0"",    ""errorCode"": ""No#Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": 400,    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '0a0f0467-fbd0-4f41-a373-ce612994cc5d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
185,002_VTC_statusNotification_Available_TC3_띄어쓰기_파라미터size_파라미터type_파라미터type_파라미터type_파라미터size_파라미터size,"[2, '24abd1c7-e0a4-40cb-830c-7fc249b0ae10', 'statusNotification', '{    ""connectorId"": "" 0"",    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"":Available,    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '24abd1c7-e0a4-40cb-830c-7fc249b0ae10', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
186,002_VTC_statusNotification_Available_TC4_띄어쓰기_파라미터type_파라미터type_특수문자_파라미터type_파라미터size_파라미터size,"[2, 'dd5ab4fc-a121-414c-8906-d4b188b00172', 'statusNotification', '{    ""connectorId"": "" 0"",    ""errorCode"":NoError,    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail#able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'dd5ab4fc-a121-414c-8906-d4b188b00172', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
187,002_VTC_statusNotification_Available_TC5_띄어쓰기_필수파라미터null_파라미터type_파라미터size_파라미터type_파라미터size_파라미터size,"[2, '9fecc574-a08e-41c3-9cab-47e50b7bf88d', 'statusNotification', '{    ""connectorId"": "" 0"",    ""errorCode"": """",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Available111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '9fecc574-a08e-41c3-9cab-47e50b7bf88d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
188,002_VTC_statusNotification_Available_TC6_띄어쓰기_필수파라미터누락_파라미터type_필수파라미터null_파라미터type_파라미터size_파라미터type,"[2, 'b15ec747-d576-407e-bcaf-36b3f65e731c', 'statusNotification', '{    ""connectorId"": "" 0"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": """",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":LGE}']","[4, 'b15ec747-d576-407e-bcaf-36b3f65e731c', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
189,002_VTC_statusNotification_Available_TC7_특수문자_띄어쓰기_파라미터type_필수파라미터누락_파라미터type_파라미터size_파라미터size,"[2, '2b6b3a2f-7eb4-4d2f-ad59-3dece30d0555', 'statusNotification', '{    ""connectorId"": ""#0"",    ""errorCode"": ""No Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '2b6b3a2f-7eb4-4d2f-ad59-3dece30d0555', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
190,002_VTC_statusNotification_Available_TC8_특수문자_특수문자_파라미터size_특수문자_파라미터type_파라미터size_파라미터type,"[2, '67df8d05-6903-4e49-bce9-cb304623fc28', 'statusNotification', '{    ""connectorId"": ""#0"",    ""errorCode"": ""No#Error"",    ""info"": ,    ""status"": ""Avail#able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":LGE}']","[4, '67df8d05-6903-4e49-bce9-cb304623fc28', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
191,002_VTC_statusNotification_Available_TC9_특수문자_파라미터size_파라미터size_필수파라미터null_파라미터size_파라미터size_파라미터size,"[2, '16580713-0c19-4070-8492-85048dbcfcdc', 'statusNotification', '{    ""connectorId"": ""#0"",    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": ,    ""status"": """",    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '16580713-0c19-4070-8492-85048dbcfcdc', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
192,002_VTC_statusNotification_Available_TC10_특수문자_파라미터type_파라미터type_파라미터size_파라미터type_파라미터size_파라미터size,"[2, 'cd8c77c1-288f-43d6-8ae7-f321217aa285', 'statusNotification', '{    ""connectorId"": ""#0"",    ""errorCode"":NoError,    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Available111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'cd8c77c1-288f-43d6-8ae7-f321217aa285', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
193,002_VTC_statusNotification_Available_TC11_특수문자_필수파라미터null_파라미터type_띄어쓰기_파라미터type_파라미터size_파라미터size,"[2, '7de6d19e-de7e-4d43-81fc-cac26bcc1cd6', 'statusNotification', '{    ""connectorId"": ""#0"",    ""errorCode"": """",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '7de6d19e-de7e-4d43-81fc-cac26bcc1cd6', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
194,002_VTC_statusNotification_Available_TC12_특수문자_필수파라미터누락_파라미터type_파라미터type_파라미터size_파라미터type_파라미터size,"[2, 'd231374f-6ae7-4a8d-a99c-c5821a731d5c', 'statusNotification', '{    ""connectorId"": ""#0"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"":Available,    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": 400,    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'd231374f-6ae7-4a8d-a99c-c5821a731d5c', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
195,002_VTC_statusNotification_Available_TC13_파라미터size_띄어쓰기_파라미터type_필수파라미터null_파라미터type_파라미터size_파라미터size,"[2, '05115f90-de09-4a4e-b2ac-26d86f91f95a', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""errorCode"": ""No Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": """",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '05115f90-de09-4a4e-b2ac-26d86f91f95a', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
196,002_VTC_statusNotification_Available_TC14_파라미터size_특수문자_파라미터type_띄어쓰기_파라미터type_파라미터size_파라미터size,"[2, '9538da32-8c3e-44fb-81a3-0c7a3ab9f55d', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""errorCode"": ""No#Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '9538da32-8c3e-44fb-81a3-0c7a3ab9f55d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
197,002_VTC_statusNotification_Available_TC15_파라미터size_파라미터size_파라미터type_파라미터size_파라미터size_파라미터type_파라미터type,"[2, '2262ae20-0485-45a6-b2b4-76f5d29e2b3f', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Available111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": 400,    ""vendorId"":LGE}']","[4, '2262ae20-0485-45a6-b2b4-76f5d29e2b3f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
198,002_VTC_statusNotification_Available_TC16_파라미터size_파라미터size_파라미터type_필수파라미터누락_파라미터type_파라미터size_파라미터size,"[2, '24b7b77c-c25e-45a5-9393-a31537068d43', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '24b7b77c-c25e-45a5-9393-a31537068d43', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
199,002_VTC_statusNotification_Available_TC17_파라미터size_파라미터type_파라미터type_필수파라미터null_파라미터type_파라미터size_파라미터size,"[2, '0f1693cd-5e14-41b9-9d09-242e61dee13d', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""errorCode"":NoError,    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": """",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '0f1693cd-5e14-41b9-9d09-242e61dee13d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
200,002_VTC_statusNotification_Available_TC18_파라미터size_필수파라미터null_파라미터size_파라미터type_파라미터size_파라미터size_파라미터size,"[2, '93ecbd7b-5df3-4597-9688-e019c96359d7', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""errorCode"": """",    ""info"": ,    ""status"":Available,    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":}']","[4, '93ecbd7b-5df3-4597-9688-e019c96359d7', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
201,002_VTC_statusNotification_Available_TC19_파라미터size_필수파라미터누락_파라미터type_띄어쓰기_파라미터type_파라미터size_파라미터size,"[2, '42ab637d-2c46-493d-a640-9efcf074df07', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '42ab637d-2c46-493d-a640-9efcf074df07', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
202,002_VTC_statusNotification_Available_TC20_파라미터size_필수파라미터누락_파라미터type_특수문자_파라미터type_파라미터size_파라미터size,"[2, '58040f71-ccf8-4442-a123-c4cfa3d77d17', 'statusNotification', '{    ""connectorId"": ""11111111111111111111111111110"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail#able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '58040f71-ccf8-4442-a123-c4cfa3d77d17', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
203,002_VTC_statusNotification_Available_TC21_파라미터type_띄어쓰기_파라미터type_특수문자_파라미터size_파라미터type_파라미터size,"[2, 'a91e12e6-2795-4f1a-9ef1-91ee9ba63b9e', 'statusNotification', '{    ""connectorId"": 0,    ""errorCode"": ""No Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail#able"",    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": 400,    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'a91e12e6-2795-4f1a-9ef1-91ee9ba63b9e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
204,002_VTC_statusNotification_Available_TC22_파라미터type_특수문자_파라미터type_파라미터size_파라미터type_파라미터size_파라미터size,"[2, 'd0e0d468-9e83-4f0e-a97e-499423766c66', 'statusNotification', '{    ""connectorId"": 0,    ""errorCode"": ""No#Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Available111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'd0e0d468-9e83-4f0e-a97e-499423766c66', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
205,002_VTC_statusNotification_Available_TC23_파라미터type_파라미터size_파라미터type_띄어쓰기_파라미터type_파라미터size_파라미터size,"[2, 'af9a6b3e-384b-42ed-ab17-1bad48884857', 'statusNotification', '{    ""connectorId"": 0,    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'af9a6b3e-384b-42ed-ab17-1bad48884857', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
206,002_VTC_statusNotification_Available_TC24_파라미터type_파라미터type_파라미터type_파라미터type_파라미터type_파라미터size_파라미터type,"[2, 'cad503f6-0cdf-46fb-94fb-eb5e3578a66a', 'statusNotification', '{    ""connectorId"": 0,    ""errorCode"":NoError,    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"":Available,    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":LGE}']","[4, 'cad503f6-0cdf-46fb-94fb-eb5e3578a66a', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
207,002_VTC_statusNotification_Available_TC25_파라미터type_필수파라미터null_파라미터size_필수파라미터누락_파라미터type_파라미터size_파라미터type,"[2, 'b57273e5-109e-4e50-8f0e-8565d2a7749f', 'statusNotification', '{    ""connectorId"": 0,    ""errorCode"": """",    ""info"": {        ""reason"": ""None111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",        ""cpv"": 100,        ""rv"": 11    },    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":LGE}']","[4, 'b57273e5-109e-4e50-8f0e-8565d2a7749f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
208,002_VTC_statusNotification_Available_TC26_파라미터type_필수파라미터누락_파라미터type_필수파라미터null_파라미터type_파라미터size_파라미터size,"[2, '187b8e47-e611-4772-955c-747bbe52a9d1', 'statusNotification', '{    ""connectorId"": 0,    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": """",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '187b8e47-e611-4772-955c-747bbe52a9d1', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
209,002_VTC_statusNotification_Available_TC27_필수파라미터null_띄어쓰기_파라미터type_파라미터type_파라미터type_파라미터size_파라미터size,"[2, '25fbbcb7-a89f-4fb3-9db2-8a7ff6ca36f9', 'statusNotification', '{    ""connectorId"": """",    ""errorCode"": ""No Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"":Available,    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '25fbbcb7-a89f-4fb3-9db2-8a7ff6ca36f9', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
210,002_VTC_statusNotification_Available_TC28_필수파라미터null_특수문자_파라미터type_파라미터type_파라미터type_파라미터size_파라미터size,"[2, '8d5b9447-4639-48e3-9440-f14b89b646ec', 'statusNotification', '{    ""connectorId"": """",    ""errorCode"": ""No#Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"":Available,    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '8d5b9447-4639-48e3-9440-f14b89b646ec', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
211,002_VTC_statusNotification_Available_TC29_필수파라미터null_파라미터size_파라미터type_띄어쓰기_파라미터type_파라미터size_파라미터size,"[2, 'e96ea9ea-634e-42c4-84ba-2ca5d12786e1', 'statusNotification', '{    ""connectorId"": """",    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'e96ea9ea-634e-42c4-84ba-2ca5d12786e1', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
212,002_VTC_statusNotification_Available_TC30_필수파라미터null_파라미터size_파라미터type_특수문자_파라미터type_파라미터size_파라미터size,"[2, '3ac9a6ea-2339-4e4b-8bbc-0487fc2c66ba', 'statusNotification', '{    ""connectorId"": """",    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail#able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '3ac9a6ea-2339-4e4b-8bbc-0487fc2c66ba', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
213,002_VTC_statusNotification_Available_TC31_필수파라미터null_파라미터type_파라미터size_필수파라미터누락_파라미터size_파라미터type_파라미터type,"[2, '6df85908-d2f0-41da-b097-2a6607a49221', 'statusNotification', '{    ""connectorId"": """",    ""errorCode"":NoError,    ""info"": {        ""reason"": ""None111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",        ""cpv"": 100,        ""rv"": 11    },    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": 400,    ""vendorId"":LGE}']","[4, '6df85908-d2f0-41da-b097-2a6607a49221', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
214,002_VTC_statusNotification_Available_TC32_필수파라미터null_필수파라미터null_파라미터type_필수파라미터null_파라미터type_파라미터type_파라미터size,"[2, 'fee47d0e-dab2-4300-8862-526046ee33f6', 'statusNotification', '{    ""connectorId"": """",    ""errorCode"": """",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": """",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": 400,    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'fee47d0e-dab2-4300-8862-526046ee33f6', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
215,002_VTC_statusNotification_Available_TC33_필수파라미터null_필수파라미터누락_파라미터size_파라미터size_파라미터type_파라미터size_파라미터type,"[2, '6f8edeb2-ece5-4ab1-8b01-39ccfe26181a', 'statusNotification', '{    ""connectorId"": """",    ""info"": {        ""reason"": ""None111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Available111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":LGE}']","[4, '6f8edeb2-ece5-4ab1-8b01-39ccfe26181a', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
216,002_VTC_statusNotification_Available_TC34_필수파라미터누락_띄어쓰기_파라미터type_파라미터size_파라미터type_파라미터size_파라미터size,"[2, '9ec8121a-0454-43a0-a988-9d0f4a7ec24b', 'statusNotification', '{    ""errorCode"": ""No Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Available111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '9ec8121a-0454-43a0-a988-9d0f4a7ec24b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
