,TC_NAME,Request Data,Response Data
217,002_VTC_statusNotification_Available_TC35_필수파라미터누락_특수문자_파라미터type_필수파라미터null_파라미터type_파라미터size_파라미터size,"[2, 'e680e35c-8024-4b69-8e30-077579bdd0c9', 'statusNotification', '{    ""errorCode"": ""No#Error"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": """",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'e680e35c-8024-4b69-8e30-077579bdd0c9', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
218,002_VTC_statusNotification_Available_TC36_필수파라미터누락_파라미터size_파라미터type_파라미터type_파라미터type_파라미터size_파라미터size,"[2, 'e44eb409-7634-4f63-8059-4d4dcc2d4231', 'statusNotification', '{    ""errorCode"": ""NoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoErrorNoError"",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"":Available,    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'e44eb409-7634-4f63-8059-4d4dcc2d4231', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
219,002_VTC_statusNotification_Available_TC37_필수파라미터누락_파라미터type_파라미터type_띄어쓰기_파라미터size_파라미터type_파라미터size,"[2, '2a33a6b7-4922-47b1-afec-698aeae3e77b', 'statusNotification', '{    ""errorCode"":NoError,    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail able"",    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": 400,    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '2a33a6b7-4922-47b1-afec-698aeae3e77b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
220,002_VTC_statusNotification_Available_TC38_필수파라미터누락_필수파라미터null_파라미터type_특수문자_파라미터type_파라미터size_파라미터type,"[2, '99ae732a-1fb6-47a8-9e7b-5bff4765e193', 'statusNotification', '{    ""errorCode"": """",    ""info"": {        ""reason"": None,        ""cpv"": 100,        ""rv"": 11    },    ""status"": ""Avail#able"",    ""timestamp"": 2022-08-23T13: 21: 12Z,    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"":LGE}']","[4, '99ae732a-1fb6-47a8-9e7b-5bff4765e193', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
221,002_VTC_statusNotification_Available_TC39_필수파라미터누락_필수파라미터누락_파라미터size_필수파라미터누락_파라미터size_파라미터size_파라미터size,"[2, '7e7f40ce-f0b0-41bb-9a70-2480f3ae891b', 'statusNotification', '{    ""info"": {        ""reason"": ""None111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",        ""cpv"": 100,        ""rv"": 11    },    ""timestamp"": ""2022-08-23T13:21:12Z11111"",    ""vendorErrorCode"": ""40011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""vendorId"": ""LGE11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '7e7f40ce-f0b0-41bb-9a70-2480f3ae891b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
222,010_VTC_stopTransaction_TC1_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터size,"[2, '67631bc0-8059-4bec-9262-da089fb2287b', 'stopTransaction', '{    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '67631bc0-8059-4bec-9262-da089fb2287b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
223,010_VTC_stopTransaction_TC2_필수파라미터null_필수파라미터null_파라미터size_필수파라미터null_파라미터size,"[2, '35fb07fe-edb1-45be-82cb-1d5733a2fd60', 'stopTransaction', '{    ""transactionId"": """",    ""idTag"": """",    ""meterStop"": 24069111111111111111,    ""timestamp"": """",    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '35fb07fe-edb1-45be-82cb-1d5733a2fd60', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
224,010_VTC_stopTransaction_TC3_파라미터size_파라미터size_파라미터type_파라미터size_파라미터size,"[2, '21e14d95-d812-403c-a99d-6200b4a85da9', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""idTag"": ""10100101794563631111111111"",    ""meterStop"": ""24069"",    ""timestamp"": ""2022-08-24T15:50:09Z11111"",    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '21e14d95-d812-403c-a99d-6200b4a85da9', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
225,010_VTC_stopTransaction_TC4_파라미터type_특수문자_파라미터type_특수문자_파라미터type,"[2, '8d47245a-b4b5-434e-809d-8fec82cc34fb', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101#9456363"",    ""meterStop"": ""24069"",    ""timestamp"": ""2022-08-2#T15:50:09Z"",    ""reason"":Local}']","[4, '8d47245a-b4b5-434e-809d-8fec82cc34fb', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
226,010_VTC_stopTransaction_TC5_파라미터type_띄어쓰기_파라미터size_띄어쓰기_파라미터size,"[2, 'a0200c99-65d6-47a1-a88b-9ba67581292e', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101 9456363"",    ""meterStop"": 24069111111111111111,    ""timestamp"": ""2022-08-2 T15:50:09Z"",    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'a0200c99-65d6-47a1-a88b-9ba67581292e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
227,010_VTC_stopTransaction_TC6_파라미터size_파라미터type_필수파라미터누락_파라미터type_파라미터type,"[2, '2c4edac2-7fe1-480c-8163-7d6a74b8bac8', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""idTag"": 1010010179456363,    ""timestamp"": 2022-08-24T15: 50: 09Z,    ""reason"":Local}']","[4, '2c4edac2-7fe1-480c-8163-7d6a74b8bac8', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
228,010_VTC_stopTransaction_TC7_필수파라미터null_파라미터type_파라미터type_띄어쓰기_파라미터type,"[2, '03b3186e-ab22-455f-b562-abb7e0f8b5d7', 'stopTransaction', '{    ""transactionId"": """",    ""idTag"": 1010010179456363,    ""meterStop"": ""24069"",    ""timestamp"": ""2022-08-2 T15:50:09Z"",    ""reason"":Local}']","[4, '03b3186e-ab22-455f-b562-abb7e0f8b5d7', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
229,010_VTC_stopTransaction_TC8_필수파라미터누락_띄어쓰기_파라미터type_파라미터type_파라미터type,"[2, 'a01d0fa9-5a61-47d8-a4c8-afc4eb4ff845', 'stopTransaction', '{    ""idTag"": ""10100101 9456363"",    ""meterStop"": ""24069"",    ""timestamp"": 2022-08-24T15: 50: 09Z,    ""reason"":Local}']","[4, 'a01d0fa9-5a61-47d8-a4c8-afc4eb4ff845', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
230,010_VTC_stopTransaction_TC9_필수파라미터누락_특수문자_파라미터size_파라미터size_파라미터type,"[2, '676cf066-0a69-4bf6-b871-58d539a721b4', 'stopTransaction', '{    ""idTag"": ""10100101#9456363"",    ""meterStop"": 24069111111111111111,    ""timestamp"": ""2022-08-24T15:50:09Z11111"",    ""reason"":Local}']","[4, '676cf066-0a69-4bf6-b871-58d539a721b4', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
231,010_VTC_stopTransaction_TC10_필수파라미터null_파라미터size_필수파라미터누락_특수문자_파라미터type,"[2, 'b9d244e0-29ce-4357-8fff-481fa440259a', 'stopTransaction', '{    ""transactionId"": """",    ""idTag"": ""10100101794563631111111111"",    ""timestamp"": ""2022-08-2#T15:50:09Z"",    ""reason"":Local}']","[4, 'b9d244e0-29ce-4357-8fff-481fa440259a', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
232,010_VTC_stopTransaction_TC11_파라미터size_필수파라미터누락_파라미터size_특수문자_파라미터type,"[2, 'b366db7f-1d33-490b-be05-d8926502a245', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""meterStop"": 24069111111111111111,    ""timestamp"": ""2022-08-2#T15:50:09Z"",    ""reason"":Local}']","[4, 'b366db7f-1d33-490b-be05-d8926502a245', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
233,010_VTC_stopTransaction_TC12_파라미터type_필수파라미터null_필수파라미터누락_파라미터size_파라미터type,"[2, 'f1c3fa75-312b-468f-932d-100649f9f6f0', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": """",    ""timestamp"": ""2022-08-24T15:50:09Z11111"",    ""reason"":Local}']","[4, 'f1c3fa75-312b-468f-932d-100649f9f6f0', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
234,010_VTC_stopTransaction_TC13_파라미터type_파라미터type_파라미터size_필수파라미터누락_파라미터type,"[2, 'aef42ce0-9627-4440-83ad-23d5520563ee', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": 1010010179456363,    ""meterStop"": 24069111111111111111,    ""reason"":Local}']","[4, 'aef42ce0-9627-4440-83ad-23d5520563ee', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
235,010_VTC_stopTransaction_TC14_파라미터size_특수문자_필수파라미터누락_필수파라미터null_파라미터type,"[2, '6e37c569-b8a0-4174-8316-b4adae5a483e', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""idTag"": ""10100101#9456363"",    ""timestamp"": """",    ""reason"":Local}']","[4, '6e37c569-b8a0-4174-8316-b4adae5a483e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
236,010_VTC_stopTransaction_TC15_필수파라미터null_띄어쓰기_필수파라미터누락_파라미터size_파라미터type,"[2, '6bede6d7-e22c-44d7-a83b-85d4a8fa603f', 'stopTransaction', '{    ""transactionId"": """",    ""idTag"": ""10100101 9456363"",    ""timestamp"": ""2022-08-24T15:50:09Z11111"",    ""reason"":Local}']","[4, '6bede6d7-e22c-44d7-a83b-85d4a8fa603f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
237,010_VTC_stopTransaction_TC16_필수파라미터누락_필수파라미터null_파라미터type_특수문자_파라미터size,"[2, 'b33d8205-3477-4246-b424-d843306ae22b', 'stopTransaction', '{    ""idTag"": """",    ""meterStop"": ""24069"",    ""timestamp"": ""2022-08-2#T15:50:09Z"",    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'b33d8205-3477-4246-b424-d843306ae22b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
238,010_VTC_stopTransaction_TC17_필수파라미터누락_파라미터size_파라미터size_파라미터type_파라미터size,"[2, 'b26205e2-8168-4dce-a4b9-8b9e1abfb19b', 'stopTransaction', '{    ""idTag"": ""10100101794563631111111111"",    ""meterStop"": 24069111111111111111,    ""timestamp"": 2022-08-24T15: 50: 09Z,    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'b26205e2-8168-4dce-a4b9-8b9e1abfb19b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
239,010_VTC_stopTransaction_TC18_필수파라미터null_필수파라미터누락_파라미터type_파라미터type_파라미터type,"[2, '6baaa571-2127-4636-b375-8ca2b7f98399', 'stopTransaction', '{    ""transactionId"": """",    ""meterStop"": ""24069"",    ""timestamp"": 2022-08-24T15: 50: 09Z,    ""reason"":Local}']","[4, '6baaa571-2127-4636-b375-8ca2b7f98399', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
240,010_VTC_stopTransaction_TC19_파라미터size_필수파라미터null_파라미터type_필수파라미터누락_파라미터type,"[2, 'e843ecc3-87e6-4947-9ac1-9abee8223c42', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""idTag"": """",    ""meterStop"": ""24069"",    ""reason"":Local}']","[4, 'e843ecc3-87e6-4947-9ac1-9abee8223c42', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
241,010_VTC_stopTransaction_TC20_파라미터type_필수파라미터누락_파라미터type_필수파라미터null_파라미터type,"[2, 'fa7093d5-44a1-4448-aa50-8325343c1424', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""meterStop"": ""24069"",    ""timestamp"": """",    ""reason"":Local}']","[4, 'fa7093d5-44a1-4448-aa50-8325343c1424', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
242,010_VTC_stopTransaction_TC21_필수파라미터누락_파라미터type_필수파라미터누락_필수파라미터null_파라미터size,"[2, '484483a3-9d8e-4270-9648-086582328e8d', 'stopTransaction', '{    ""idTag"": 1010010179456363,    ""timestamp"": """",    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '484483a3-9d8e-4270-9648-086582328e8d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
243,010_VTC_stopTransaction_TC22_파라미터type_파라미터size_필수파라미터누락_띄어쓰기_파라미터type,"[2, 'fdd90e3e-f24e-4fb4-a120-476bb3e9e92e', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101794563631111111111"",    ""timestamp"": ""2022-08-2 T15:50:09Z"",    ""reason"":Local}']","[4, 'fdd90e3e-f24e-4fb4-a120-476bb3e9e92e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
244,010_VTC_stopTransaction_TC23_파라미터size_띄어쓰기_필수파라미터누락_필수파라미터null_파라미터type,"[2, 'b1b853f6-30d6-4d87-a82f-2614a770ee78', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""idTag"": ""10100101 9456363"",    ""timestamp"": """",    ""reason"":Local}']","[4, 'b1b853f6-30d6-4d87-a82f-2614a770ee78', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
245,010_VTC_stopTransaction_TC24_필수파라미터null_특수문자_필수파라미터누락_필수파라미터누락_파라미터size,"[2, '262275a2-9ccb-4ca2-8545-04123b4d1774', 'stopTransaction', '{    ""transactionId"": """",    ""idTag"": ""10100101#9456363"",    ""reason"": ""Local1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '262275a2-9ccb-4ca2-8545-04123b4d1774', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
246,010_VTC_stopTransaction_TC25_파라미터size_특수문자_필수파라미터누락_띄어쓰기_파라미터type,"[2, '76e3abcd-621b-4c71-89cc-aa57fbb7f217', 'stopTransaction', '{    ""transactionId"": 1000029911111110000,    ""idTag"": ""10100101#9456363"",    ""timestamp"": ""2022-08-2 T15:50:09Z"",    ""reason"":Local}']","[4, '76e3abcd-621b-4c71-89cc-aa57fbb7f217', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
247,010_VTC_stopTransaction_TC26_파라미터type_띄어쓰기_필수파라미터누락_필수파라미터누락_파라미터type,"[2, '0eaad02a-fe8b-4f61-a32c-513138df9384', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101 9456363"",    ""reason"":Local}']","[4, '0eaad02a-fe8b-4f61-a32c-513138df9384', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
248,010_VTC_stopTransaction_TC27_파라미터type_파라미터size_필수파라미터누락_필수파라미터누락_파라미터type,"[2, '15586404-b4d6-4197-bc7c-cb4c34320fef', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101794563631111111111"",    ""reason"":Local}']","[4, '15586404-b4d6-4197-bc7c-cb4c34320fef', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
249,010_VTC_stopTransaction_TC28_파라미터type_파라미터type_필수파라미터누락_특수문자_파라미터type,"[2, 'f5f61350-fa63-46ef-856e-e4f75604dc0f', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": 1010010179456363,    ""timestamp"": ""2022-08-2#T15:50:09Z"",    ""reason"":Local}']","[4, 'f5f61350-fa63-46ef-856e-e4f75604dc0f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
250,010_VTC_stopTransaction_TC29_파라미터type_필수파라미터누락_필수파라미터누락_파라미터size_파라미터type,"[2, '0fd652d2-0ecc-46df-abf3-5bf709ca0dbc', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""timestamp"": ""2022-08-24T15:50:09Z11111"",    ""reason"":Local}']","[4, '0fd652d2-0ecc-46df-abf3-5bf709ca0dbc', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
251,010_VTC_stopTransaction_TC30_파라미터type_필수파라미터null_필수파라미터누락_파라미터type_파라미터type,"[2, '985b522c-d1b1-4129-aaeb-14a77a45ece2', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": """",    ""timestamp"": 2022-08-24T15: 50: 09Z,    ""reason"":Local}']","[4, '985b522c-d1b1-4129-aaeb-14a77a45ece2', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
252,010_VTC_stopTransaction_TC31_필수파라미터누락_필수파라미터null_필수파라미터누락_띄어쓰기_파라미터type,"[2, '39d78e46-1e8c-4b16-8fc3-57d8d36c3231', 'stopTransaction', '{    ""idTag"": """",    ""timestamp"": ""2022-08-2 T15:50:09Z"",    ""reason"":Local}']","[4, '39d78e46-1e8c-4b16-8fc3-57d8d36c3231', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
253,010_VTC_stopTransaction_TC32_파라미터type_필수파라미터누락_필수파라미터누락_띄어쓰기_파라미터type,"[2, '788f1659-3d98-4c80-b534-5f4e2c9e3fda', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""timestamp"": ""2022-08-2 T15:50:09Z"",    ""reason"":Local}']","[4, '788f1659-3d98-4c80-b534-5f4e2c9e3fda', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
254,010_VTC_stopTransaction_TC33_파라미터type_파라미터type_필수파라미터누락_파라미터size_파라미터type,"[2, 'e25107c0-b991-4a04-8eaa-9b9a0f094ec8', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": 1010010179456363,    ""timestamp"": ""2022-08-24T15:50:09Z11111"",    ""reason"":Local}']","[4, 'e25107c0-b991-4a04-8eaa-9b9a0f094ec8', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
255,010_VTC_stopTransaction_TC34_파라미터type_파라미터size_필수파라미터누락_필수파라미터null_파라미터type,"[2, '7c32880d-5f88-4eec-96e8-4badb38e9b78', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101794563631111111111"",    ""timestamp"": """",    ""reason"":Local}']","[4, '7c32880d-5f88-4eec-96e8-4badb38e9b78', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
256,010_VTC_stopTransaction_TC35_파라미터type_띄어쓰기_필수파라미터누락_특수문자_파라미터type,"[2, '5bbb4e41-ec48-461b-bb34-4c84412794a3', 'stopTransaction', '{    ""idTag"": ""1010010179456363"",    ""timestamp"": ""2022-08-17T13:51:39Z"",    ""transactionId"": 100002348,    ""meterStop"": 24069,    ""reason"": ""Local""}']","[4, '5bbb4e41-ec48-461b-bb34-4c84412794a3', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
257,010_VTC_stopTransaction_TC36_파라미터type_특수문자_필수파라미터누락_파라미터type_파라미터type,"[2, 'cb965036-81df-4a5e-9d2a-8780be961aa4', 'stopTransaction', '{    ""transactionId"": ""100002991"",    ""idTag"": ""10100101#9456363"",    ""timestamp"": 2022-08-24T15: 50: 09Z,    ""reason"":Local}']","[4, 'cb965036-81df-4a5e-9d2a-8780be961aa4', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
