,TC명,수행시간,요청 데이터,응답 데이터
32,001_VTC_bootNotification_TC27_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_필수파라미터누락_띄어쓰기_띄어쓰기,0.1078055000398308,"[2, '4b5830b3-5ad1-405d-b6e2-9773d04e6a18', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": ""450061222 990181"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '4b5830b3-5ad1-405d-b6e2-9773d04e6a18', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
33,001_VTC_bootNotification_TC28_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터type,0.12659829994663596,"[2, '1c1374da-2066-4e84-9695-e87f820aee67', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '1c1374da-2066-4e84-9695-e87f820aee67', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
34,001_VTC_bootNotification_TC29_파라미터type_파라미터type_특수문자_파라미터size_특수문자_필수파라미터누락_필수파라미터누락_띄어쓰기,0.14431580004747957,"[2, '526f4b9a-aedb-411e-86a4-30e406a090e9', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '526f4b9a-aedb-411e-86a4-30e406a090e9', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
35,001_VTC_bootNotification_TC30_파라미터type_파라미터type_특수문자_파라미터size_파라미터type_필수파라미터누락_띄어쓰기_필수파라미터누락,0.10113550000824034,"[2, '396504ed-5db6-49f2-bd5e-7f2a8c992550', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222 990181""}']","[4, '396504ed-5db6-49f2-bd5e-7f2a8c992550', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
36,001_VTC_bootNotification_TC31_파라미터type_파라미터type_특수문자_필수파라미터누락_특수문자_필수파라미터누락_필수파라미터누락_파라미터size,0.11547610000707209,"[2, 'd81d886e-e36d-415e-8206-b900a77677e3', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'd81d886e-e36d-415e-8206-b900a77677e3', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
37,001_VTC_bootNotification_TC32_파라미터type_파라미터type_특수문자_필수파라미터누락_파라미터size_필수파라미터누락_필수파라미터누락_띄어쓰기,0.12828060006722808,"[2, 'e734007e-891b-48c6-b1b7-aca0b89be66e', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'e734007e-891b-48c6-b1b7-aca0b89be66e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
38,001_VTC_bootNotification_TC33_파라미터type_파라미터type_특수문자_필수파라미터누락_파라미터type_필수파라미터누락_특수문자_특수문자,0.09839369996916503,"[2, '9d17c852-9c14-4a6a-8897-92813e2fbd58', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '9d17c852-9c14-4a6a-8897-92813e2fbd58', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
39,001_VTC_bootNotification_TC34_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터null_필수파라미터누락_필수파라미터누락_특수문자,0.11755750002339482,"[2, '7bbed9d2-247c-4cfc-a02c-22ef8e920257', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '7bbed9d2-247c-4cfc-a02c-22ef8e920257', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
40,001_VTC_bootNotification_TC35_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터type_특수문자,0.11875160003546625,"[2, '1de67bfa-26c1-4394-ac43-4838fc2cbcdf', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '1de67bfa-26c1-4394-ac43-4838fc2cbcdf', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
41,001_VTC_bootNotification_TC36_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터null_파라미터size,0.08704970008693635,"[2, '108d9d0c-42d7-4897-b630-6f030862a62b', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '108d9d0c-42d7-4897-b630-6f030862a62b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
42,001_VTC_bootNotification_TC37_파라미터type_파라미터type_파라미터size_필수파라미터누락_띄어쓰기_필수파라미터누락_필수파라미터null_필수파라미터null,0.1281229000305757,"[2, 'a88b0784-2e61-4826-a8ed-417eef57e0fb', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": """",    ""Entityid"": """"}']","[4, 'a88b0784-2e61-4826-a8ed-417eef57e0fb', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
43,001_VTC_bootNotification_TC38_파라미터type_파라미터type_파라미터type_파라미터type_파라미터type_필수파라미터누락_파라미터type_파라미터size,0.09195849997922778,"[2, '64ec3b6c-26d4-4637-abab-8aa86ceed38e', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '64ec3b6c-26d4-4637-abab-8aa86ceed38e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
44,001_VTC_bootNotification_TC39_파라미터type_파라미터type_필수파라미터null_특수문자_파라미터size_필수파라미터누락_필수파라미터null_특수문자,0.12153260002378374,"[2, '0ce0fdcc-2380-47dd-b05b-6e33f7ba1062', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '0ce0fdcc-2380-47dd-b05b-6e33f7ba1062', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
45,001_VTC_bootNotification_TC40_파라미터type_파라미터type_필수파라미터누락_특수문자_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터size,0.1144627999747172,"[2, '6411e535-8887-4ffd-beb4-a9ebce77ec85', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '6411e535-8887-4ffd-beb4-a9ebce77ec85', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
46,001_VTC_bootNotification_TC41_파라미터type_파라미터type_필수파라미터누락_파라미터size_필수파라미터null_필수파라미터누락_특수문자_파라미터type,0.09842180006671697,"[2, '044c2212-b7a0-4d8c-bbe3-8c5d0a3b6f1c', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222#990181"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '044c2212-b7a0-4d8c-bbe3-8c5d0a3b6f1c', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
47,001_VTC_bootNotification_TC42_파라미터type_파라미터type_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터size_특수문자,0.10785769997164607,"[2, 'c84b7b88-304e-403c-9b7f-b18ff24388f4', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'c84b7b88-304e-403c-9b7f-b18ff24388f4', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
48,001_VTC_bootNotification_TC43_필수파라미터null_파라미터size_특수문자_띄어쓰기_필수파라미터null_필수파라미터누락_파라미터size_파라미터size,0.091347899986431,"[2, '8b999e47-0dd2-418e-a992-4bb5a1f71087', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '8b999e47-0dd2-418e-a992-4bb5a1f71087', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
49,001_VTC_bootNotification_TC44_필수파라미터null_파라미터size_파라미터type_파라미터size_파라미터size_파라미터type_파라미터type_파라미터type,0.13963510002940893,"[2, 'b87b90d6-4ebb-444d-af17-d5b1bcb970b6', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""rssi"": ""-4.2"",    ""lmsi"": 450061222990181,    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, 'b87b90d6-4ebb-444d-af17-d5b1bcb970b6', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
50,001_VTC_bootNotification_TC45_필수파라미터null_파라미터type_띄어쓰기_파라미터type_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터null,0.10216269991360605,"[2, '3f0263cf-7b43-4bed-9910-e45d48caae82', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""Entityid"": """"}']","[4, '3f0263cf-7b43-4bed-9910-e45d48caae82', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
51,001_VTC_bootNotification_TC46_필수파라미터null_파라미터type_파라미터size_파라미터type_특수문자_필수파라미터누락_띄어쓰기_특수문자,0.09798840002622455,"[2, 'a907b4fe-71a7-45c7-ba8c-832e02d9f771', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""lmsi"": ""450061222 990181"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'a907b4fe-71a7-45c7-ba8c-832e02d9f771', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
52,001_VTC_bootNotification_TC47_필수파라미터null_파라미터type_필수파라미터null_필수파라미터null_필수파라미터null_파라미터type_필수파라미터null_필수파라미터누락,0.10107029997743666,"[2, '284f348b-e50d-4e06-91de-1b22e4d9909d', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": """",    ""Reason"": """",    ""rssi"": ""-4.2"",    ""lmsi"": """"}']","[4, '284f348b-e50d-4e06-91de-1b22e4d9909d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
53,001_VTC_bootNotification_TC48_필수파라미터null_파라미터type_필수파라미터null_필수파라미터누락_띄어쓰기_필수파라미터누락_특수문자_띄어쓰기,0.11780640005599707,"[2, '9239e2d7-8c45-4f64-ba18-872679317e70', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '9239e2d7-8c45-4f64-ba18-872679317e70', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
54,001_VTC_bootNotification_TC49_필수파라미터null_파라미터type_필수파라미터누락_특수문자_파라미터type_필수파라미터누락_파라미터size_띄어쓰기,0.10421630006749183,"[2, '73df7b5c-6638-420c-ba33-92ac973a947b', 'bootNotification', '{    ""chargePointModel"": """",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '73df7b5c-6638-420c-ba33-92ac973a947b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
55,001_VTC_bootNotification_TC50_필수파라미터누락_파라미터size_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터누락,0.11846929998137057,"[2, 'e9d7f976-c10c-4ef5-b6ba-197372fd77bd', 'bootNotification', '{    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'e9d7f976-c10c-4ef5-b6ba-197372fd77bd', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
56,001_VTC_bootNotification_TC51_필수파라미터누락_파라미터type_띄어쓰기_특수문자_필수파라미터null_필수파라미터누락_띄어쓰기_파라미터type,0.0999812000663951,"[2, '46b5661b-b0a8-4557-8a07-8042b71417e4', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""lmsi"": ""450061222 990181"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '46b5661b-b0a8-4557-8a07-8042b71417e4', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
57,001_VTC_bootNotification_TC52_필수파라미터누락_파라미터type_특수문자_띄어쓰기_특수문자_필수파라미터누락_파라미터type_필수파라미터누락,0.09705069998744875,"[2, '5b78fb6c-bc43-4841-934a-5de497074358', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": 450061222990181}']","[4, '5b78fb6c-bc43-4841-934a-5de497074358', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
58,001_VTC_bootNotification_TC53_필수파라미터누락_파라미터type_특수문자_파라미터type_띄어쓰기_파라미터type_필수파라미터null_파라미터type,0.12093049997929484,"[2, '832ea5d4-2576-4f8e-9f14-23cca98d22e2', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""rssi"": ""-4.2"",    ""lmsi"": """",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, '832ea5d4-2576-4f8e-9f14-23cca98d22e2', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
59,001_VTC_bootNotification_TC54_필수파라미터누락_파라미터type_파라미터size_띄어쓰기_파라미터size_필수파라미터누락_특수문자_파라미터size,0.107406499912031,"[2, '10c6b001-2a32-47aa-8673-55a7869ece9c', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '10c6b001-2a32-47aa-8673-55a7869ece9c', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
60,001_VTC_bootNotification_TC55_필수파라미터누락_파라미터type_파라미터type_필수파라미터null_필수파라미터누락_필수파라미터누락_특수문자_띄어쓰기,0.11329290003050119,"[2, 'e6d32257-e9b7-48d4-8c10-d9ac844729ec', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'e6d32257-e9b7-48d4-8c10-d9ac844729ec', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
61,001_VTC_bootNotification_TC56_필수파라미터누락_파라미터type_파라미터type_필수파라미터누락_파라미터size_필수파라미터누락_파라미터size_필수파라미터누락,0.08059879997745156,"[2, '41c9ef5a-2b78-4297-bba3-63f9232c4a9b', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '41c9ef5a-2b78-4297-bba3-63f9232c4a9b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
62,001_VTC_bootNotification_TC57_필수파라미터누락_파라미터type_필수파라미터null_띄어쓰기_파라미터type_필수파라미터누락_파라미터type_필수파라미터null,0.12116570002399385,"[2, '95d0e1de-16c3-4239-8044-063e4e17cd90', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": 450061222990181,    ""Entityid"": """"}']","[4, '95d0e1de-16c3-4239-8044-063e4e17cd90', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
63,001_VTC_bootNotification_TC58_필수파라미터누락_파라미터type_필수파라미터null_파라미터size_필수파라미터누락_필수파라미터누락_필수파라미터null_특수문자,0.09771040000487119,"[2, 'b9fad925-9ae8-4699-9ecf-5e842ff3596d', 'bootNotification', '{    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'b9fad925-9ae8-4699-9ecf-5e842ff3596d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
64,003_VTC_dataTransfer_heartbeat_1_TC1_띄어쓰기_파라미터size_파라미터type,0.09940529998857528,"[2, '2719345b-f39f-4c22-b8c1-ce2af00ae777', 'dataTransfer', '{    ""vendorId"": ""EV AR"",    ""messageId"": ""heartbeat1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""data"": {        ""rssi"": ""-55"",        ""rsrp"": ""-83"",        ""snr"": ""18""    }}']","[4, '2719345b-f39f-4c22-b8c1-ce2af00ae777', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
65,003_VTC_dataTransfer_heartbeat_1_TC2_띄어쓰기_파라미터type_파라미터size,0.12130380002781749,"[2, 'b603bba9-3e63-4c6d-a353-5dd83c6dc536', 'dataTransfer', '{    ""vendorId"": ""EV AR"",    ""messageId"":heartbeat,    ""data"": {        ""rssi"": -551111111111111111111111111111111111,        ""rsrp"": -83,        ""snr"": 18    }}']","[4, 'b603bba9-3e63-4c6d-a353-5dd83c6dc536', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
66,003_VTC_dataTransfer_heartbeat_1_TC3_특수문자_파라미터size_파라미터type,0.07990939996670932,"[2, '0c9789de-3fc9-4032-ab4d-17b95e84d42b', 'dataTransfer', '{    ""vendorId"": ""EV#AR"",    ""messageId"": ""heartbeat1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""data"": {        ""rssi"": ""-55"",        ""rsrp"": ""-83"",        ""snr"": ""18""    }}']","[4, '0c9789de-3fc9-4032-ab4d-17b95e84d42b', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
67,003_VTC_dataTransfer_heartbeat_1_TC4_특수문자_파라미터type_파라미터size,0.09982969996053725,"[2, '894f4c75-dae0-41d4-be0d-5f52e14177eb', 'dataTransfer', '{    ""vendorId"": ""EV#AR"",    ""messageId"":heartbeat,    ""data"": {        ""rssi"": -551111111111111111111111111111111111,        ""rsrp"": -83,        ""snr"": 18    }}']","[4, '894f4c75-dae0-41d4-be0d-5f52e14177eb', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
68,003_VTC_dataTransfer_heartbeat_1_TC5_파라미터size_파라미터type_파라미터type,0.11914080008864403,"[2, '31e08d02-fd34-4d8b-b553-6963450f1b39', 'dataTransfer', '{    ""vendorId"": ""EVAR111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""messageId"":heartbeat,    ""data"": {        ""rssi"": ""-55"",        ""rsrp"": ""-83"",        ""snr"": ""18""    }}']","[4, '31e08d02-fd34-4d8b-b553-6963450f1b39', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
69,003_VTC_dataTransfer_heartbeat_1_TC6_파라미터size_파라미터size_파라미터size,0.09991540003102273,"[2, 'b37bf1e5-cb64-4bfa-a354-852c7b9a498d', 'dataTransfer', '{    ""vendorId"": ""EVAR111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""messageId"": ""heartbeat1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""data"": {        ""rssi"": -551111111111111111111111111111111111,        ""rsrp"": -83,        ""snr"": 18    }}']","[4, 'b37bf1e5-cb64-4bfa-a354-852c7b9a498d', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
70,003_VTC_dataTransfer_heartbeat_1_TC7_파라미터type_파라미터size_파라미터type,0.09972009994089603,"[2, '067c9289-a445-4b8d-9611-02c8a9cee688', 'dataTransfer', '{    ""vendorId"":EVAR,    ""messageId"": ""heartbeat1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""data"": {        ""rssi"": ""-55"",        ""rsrp"": ""-83"",        ""snr"": ""18""    }}']","[4, '067c9289-a445-4b8d-9611-02c8a9cee688', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
71,003_VTC_dataTransfer_heartbeat_1_TC8_파라미터type_파라미터type_파라미터size,0.10356119996868074,"[2, '977cd181-3c98-46d2-a525-cb01551c58dc', 'dataTransfer', '{    ""vendorId"":EVAR,    ""messageId"":heartbeat,    ""data"": {        ""rssi"": -551111111111111111111111111111111111,        ""rsrp"": -83,        ""snr"": 18    }}']","[4, '977cd181-3c98-46d2-a525-cb01551c58dc', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
72,003_VTC_dataTransfer_heartbeat_1_TC9_필수파라미터null_파라미터type_파라미터size,0.11626649997197092,"[2, '2a7fb636-830c-43a5-a927-af41e8ed84ed', 'dataTransfer', '{    ""vendorId"": """",    ""messageId"":heartbeat,    ""data"": {        ""rssi"": -551111111111111111111111111111111111,        ""rsrp"": -83,        ""snr"": 18    }}']","[4, '2a7fb636-830c-43a5-a927-af41e8ed84ed', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
73,003_VTC_dataTransfer_heartbeat_1_TC10_필수파라미터null_파라미터size_파라미터type,0.08262580004520714,"[2, '5c9c9386-e7b2-45f4-996b-2c8036b4e535', 'dataTransfer', '{    ""vendorId"": """",    ""messageId"": ""heartbeat1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""data"": {        ""rssi"": ""-55"",        ""rsrp"": ""-83"",        ""snr"": ""18""    }}']","[4, '5c9c9386-e7b2-45f4-996b-2c8036b4e535', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
